name,city,address,notes,lat,lon,rating,rating_count,price_level,types,phone,website,google_maps_url,place_id,last_update,rating_online_gf,rating_online_gf_count
Pronto Pizza Corridoni,Bergamo,"Via F. Corridoni, 69, 24124 Bergamo BG, Italia","[voto 5] La pizza del Pronto Pizza è fantastica, sono circa 10 anni che ordino da loro non mi ha mai deluso, ed anche quando hanno commesso qualche errore (ritardo/sbagliato pizza) si sono saputi far perdonare. Aggiungo che il loro punto di forza è stare al passo con i tempi: hanno mezzi elettrici, hanno impasti di ogni farina possibile, hanno anche il senza glutine, accettano pagamenti con il pos anche a …","45,7095393","9,6954043","4,2",146,,establishment|food|meal_delivery|meal_takeaway|point_of_interest|restaurant,035 363864,http://www.prontopizzaweb.com/,https://maps.google.com/?cid=2068447480435142078,ChIJn2_xONpQgUcRvm3jOwaatBw,25/11/2025 0.29.38,"5,00",1
Pronto Pizza Piatti,Bergamo,"Via Alfredo Piatti, 1, 24125 Bergamo BG, Italia",[voto 5] Una piacevole sorpresa per il senza glutine,"45,6943504","9,688342","4,5",139,1,establishment|food|meal_delivery|meal_takeaway|point_of_interest|restaurant,035 243113,http://www.prontopizzaweb.com/,https://maps.google.com/?cid=3779595824077726135,ChIJ151fZONQgUcRt-GzeGDSczQ,25/11/2025 0.29.38,"5,00",1
Pizzeria Ristorante Charlot,Bergamo,"Via Andrea Fantoni, 4, 24121 Bergamo BG, Italia","[voto 5] Eravamo già stati diversi anni fa ,poi stasera abbiamo deciso di tornare e abbiamo fatto molto bene. Pizze ottime , personale gentilissimo e disponibile, pizza senza glutine e lattosio veramente buona. Torneremo sicuramente. Consigliato 😉 | [voto 5] Impasto pizza senza glutine fatto a mano. Forno (suppongo elettrico) dedicato. Farina da spolvero di riso per tutte le pizze (normali e senza glutine). Pizza davvero buona. Supplemento di €2 giustificato. Da bere, Peroni senza glutine. Molto soddisfatto","45,6940707","9,6782341","4,3",1019,1,establishment|food|point_of_interest|restaurant,035 213544,,https://maps.google.com/?cid=9846808605087225744,ChIJ05qmdXVagUcRkNd7dUHkpog,25/11/2025 0.29.38,"5,00",2
Spacca,Bergamo,"Via Angelo Maj, 21B, 24121 Bergamo BG, Italia","[voto 5] Sono andata a pranzo da Spacca (sede di via Angelo Maj BG) il giorno del mio compleanno, e se potessi dare più di 5 stelle lo farei! Tutto qui è buonissimo, dalle patatine fritte (voto 10+, non sono le classiche surgelate) ai dessert, con ingredienti freschi ed una grande attenzione alle allergie, intolleranze e regimi alimentari (sono anche certificati AIC quindi ottimo per i celiaci!). Il locale… | [voto 5] Siamo stati in questo locale perché ne abbiamo sentito parlare e quindi volevamo provarlo. Propone panini chiamati ""spacca"" in due formati da 130 Gr. e 260 Gr. Una volta ordinato abbiamo capito il perché, sono veramente ricchi e farciti. Molte le offerte e le varianti salate, di mare, vegetariani, ce n'è davvero per tutti i gusti e soprattutto anche senza glutine. Ingredienti di ottima qualità, mo…","45,6947619","9,6805424","4,5",580,,establishment|food|point_of_interest|restaurant,035 305 1959,https://www.laspacca.com/,https://maps.google.com/?cid=3938213065095136589,ChIJz1vQMFdRgUcRTUXMyupXpzY,25/11/2025 0.29.38,"5,00",2
"Mauro Pizzeria e Gastronomia, Pizza Senza Glutine",Bergamo,"Via Guglielmo Lochis, 33c, 24129 Bergamo BG, Italia","[voto 5] Ottima esperienza! Personale cordiale e simpatico. Pizza senza glutine molto buona! | [voto 5] Ottima pizza senza glutine, personale molto gentile e disponibile.","45,6957232","9,6330466","4,3",265,1,establishment|food|meal_delivery|meal_takeaway|point_of_interest|restaurant|store,035 259665,https://mauropizzeriaegastronomia.it/,https://maps.google.com/?cid=7635861995585170122,ChIJe4sR2dZTgUcRymrCSAcI-Gk,25/11/2025 0.29.38,"5,00",2
Byron,Bergamo,"Via Palma Il Vecchio, 33, 24121 Bergamo BG, Italia","[voto 5] Quanto il gusto e la bontà dei piatti si associa ad un servizio impeccabile, allora puoi dire che ti trovi nel miglior posto che avresti potuto trovare per condividere un'ottima cena! Abbiamo prenotato dopo un'accurata ricerca di un ristorante dove venissero preparati anche piatti SENZA GLUTINE e le recensioni ci hanno subito catturati. Arrivati sul posto, veniamo non solo affascinati dalle tantis… | [voto 5] Ottimo locale, servizio veloce, personale gentile e pizza buonissima. Eccellenti nel senza glutine, come qualità ed accortezze. 🔝","45,6909979","9,6601592","4,4",2508,2,establishment|food|meal_delivery|point_of_interest|restaurant,035 233477,http://www.ristorantebyron.it/,https://maps.google.com/?cid=1589591836610759394,ChIJ2RESkAxRgUcR4ooLd1pdDxY,25/11/2025 0.29.38,"5,00",2
Sweet Irene,Bergamo,"Via Sant'Orsola, 22, 24122 Bergamo BG, Italia","[voto 3] Siamo andati di domenica e purtroppo non abbiamo trovato tanta scelta di dolci senza glutine e senza latte. Il titolare è stato un po' burbero, ma Valentina ci ha invece servito con grande gentilezza e cordialità, rispondendo in modo esauriente a tutte le nostre richieste. I cupcakes con grano saraceno non ci sono piaciuti granché, molto buone invece le cheesecake vegane, peccato che abbiamo dovut…","45,693806","9,6643421","4,5",585,2,bakery|cafe|establishment|food|point_of_interest|restaurant|store,035 217372,https://www.sweetirene.it/,https://maps.google.com/?cid=16486250282595803468,ChIJF1Lk5Q1RgUcRTGFOvEjtyuQ,25/11/2025 0.29.38,"3,00",1
Spacca Bergamo Alta,Bergamo,"Via Bartolomeo Colleoni, 22, 24129 Bergamo BG, Italia","[voto 5] Siamo stati lo scorso week end in questo locale, scoperto per caso mentre passeggiavamo per le strade di Bergamo alta, sono stata attirata dal logo AIC avendo una bambina di due anni e mezzo celiaca. Una ampia scelta di cibo , tutto dentro un box carinissimo, la mia bambina contentissima , tutto molto buono. Personale gentile , preparato e disponibile.grazie ! Continuate così! | [voto 5] Devo dire che spacca proprio indescrivibile buonissima noi abbiamo preso Spacca 5 terre ed è super sono anche senza glutine e senza lattosio","45,7048179","9,6613978","4,6",148,,establishment|food|point_of_interest|restaurant,035 836 4339,https://www.laspacca.com/,https://maps.google.com/?cid=15118047432973400745,ChIJpe6N2CFRgUcRqbrimwoYztE,25/11/2025 0.29.38,"5,00",2
Shaan Ristorante Indiano e Messicano,Bergamo,"Viale Papa Giovanni XXIII, 84, 24121 Bergamo BG, Italia","[voto 5] Sono un cliente abituale di questo buonissimo ristorante messicano e indiano. Da ieri il ristorante ha cambiato look con dei comodissimi tavoli e sedie colorate. Consiglio a tutti di passarci e provare entrambe le cucine che prevedono cibo senza glutine e piccante su misura. 😋 | [voto 5] Un gioiellino nascosto! Questo piccolo ristorante messicano-indiano è una vera esplosione di sapori: piatti speziati su misura, senza glutine e pieni di amore. Personale gentilissimo e attento, ti fanno sentire come a casa. Tornerò sicuramente!","45,6925892","9,6722643","4,5",398,,establishment|food|point_of_interest|restaurant,331 414 7177,https://linktr.ee/lataqueriamexicana,https://maps.google.com/?cid=5413433893520592141,ChIJfZMpwK1RgUcRDc1aznFhIEs,25/11/2025 0.29.38,"5,00",2
Capatoast - Bergamo,Bergamo,"Via G. Tiraboschi, 63, 24122 Bergamo BG, Italia","[voto 4] Vicino alla stazione e al centro, l'accesso è senza gradini. l'interno è piccolo ma accogliente. Ci sono posti a sedere non molti ma con divanetti e sedie comode. I toast sono personalizzabili o si possono scegliere le loro combinazioni e proposte. Ci sono versioni vegetariane e puoi scegliere anche il tipo di farina, cereali, integrale e senza glutine. A noi sono piaciuti molto e la confezione è …","45,6932842","9,6687707","4,1",544,1,establishment|food|point_of_interest|restaurant,035 235286,https://capatoast.it/,https://maps.google.com/?cid=11765915558484880033,ChIJl3Y8xw9RgUcRoaq7qNztSKM,25/11/2025 0.29.38,"4,00",1
La Schiaccinoteca Toscana Bergamo,Bergamo,"Via dei Caniana, 1/b, 24127 Bergamo BG, Italia","[voto 5] Sono celiaca e ho provato la loro schiacciata senza glutine BUONISSIMA! Garantivano la non contaminazione e li ho trovati molto attenti sul tema, sapevano come comportarsi e come preparare del cibo sicuro ai celiaci. Consigliatissimo | [voto 5] La qualità del cibo è ottima. C'è un'ampia scelta di schiacciate proposte da loro, altrimenti è possibile creare la propria schiacciata scegliendo tra molti ingredienti che propongono. C'è la possibilità di scegliere tra diversi tipi di impasto ed è presente anche quello gluten free. Il personale è davvero gentile e disponibile ed il locale è molto pulito e ordinato. Disponibile inoltre anche la c…","45,686518","9,6619485","4,6",68,,cafe|establishment|food|point_of_interest|restaurant|store,035 064 1191,https://www.laschiaccinotecatoscana.it/,https://maps.google.com/?cid=17586090769800161827,ChIJM9xZP6pRgUcRI-q2SWFYDvQ,25/11/2025 0.29.38,"5,00",2
"Frish ""tutto in un cartoccio""",Bergamo,"Via Borgo Santa Caterina, 5, 24124 Bergamo BG, Italia","[voto 5] Frittura di pesce buonissima, completamente senza glutine quindi rischio di contaminazione pari a zero! Consiglio di provarlo perché davvero ottimo! | [voto 5] Ottimo fish & cips in Bergamo, da asporto o sul posto. Ho provato il merluzzo pastellato, veramente buono. La frittura è leggera e fatta con materie prime di qualità. Dettaglio non da poco: tutto gluten free. Ci voleva un locale così: il fatto che usi la farina di riso, oltre che dare il fritto migliore, lo rende perfettamente fruibile anche da chi deve mangiare senza glutine. Complimenti, ci torn…","45,7041372","9,678581","4,8",84,,establishment|food|meal_takeaway|point_of_interest|restaurant,328 111 9784,https://frishtuttoinuncartoccio.plateform.app/welcome,https://maps.google.com/?cid=12659860847716020586,ChIJP5BdGVRRgUcRajH9vV3csK8,25/11/2025 0.29.38,"5,00",2
La Ripa,Bergamo,"Via S. Vigilio, 1, 24129 Bergamo BG, Italia","[voto 5] Il ristorante é esteticamente meraviglioso, molto accogliente! Il cibo è buonissimo, era da tanto che non mangiavamo così bene. Ho apprezzato particolarmente l’attenzione che pongono alle allergie e intolleranze, infatti hanno creato dei menù appositamente senza lattosio, senza glutine e vegetariano, oltre a quello completo per chi non ha restrizioni alimentari. Il personale é stato molto gentile.","45,7070781","9,656327","4,7",206,,establishment|food|point_of_interest|restaurant,035 245570,https://lariparistorante.it/,https://maps.google.com/?cid=328661756914210739,ChIJI_4l_-pRgUcRs5cgaCCkjwQ,25/11/2025 0.29.38,"5,00",1
Elidor Patisserie,Bergamo,"Via Torquato Tasso, 49, 24121 Bergamo BG, Italia","[voto 5] Elidor è senza ombra di dubbio il locale più bello e vero di Bergamo. La location è un secret place che ti fa sentire rilassato e sereno al primo sguardo, le proposte dolci e salate ti fanno innamorare con la loro autenticità, il caffè di qualità si inginocchia in una proposta di matrimonio alla quale non puoi che rispondere SÌ. Il filrouge è l'amore che ci mettono Silvia e i suoi dipendenti nell'…","45,6968498","9,6731606","4,8",390,,bakery|cafe|establishment|food|point_of_interest|restaurant|store,349 841 5553,http://www.elidor.it/,https://maps.google.com/?cid=16034138017317405642,ChIJo_SCX6VRgUcRykPKAZOzhN4,25/11/2025 0.29.38,"5,00",1
Napul'è - Pizzeria Benevento,Benevento,"Via Avellino, 30, 82100 Benevento BN, Italia","[voto 4] Prima volta con amici. Un po' di attesa dopo aver prenotato ma é normale. (Ore 21: 45) Pizza eccellente (molto napoletana) anche se si é raffreddata all'istante e gli ingredienti hanno perso la loro qualità gustativa. Ambiente abbastanza caotico e spazi stretti. Personale gentile e preciso. Velocità nella consegna delle pizze. Vasta scelta di pizze anche senza glutine. Prezzi onesti. Esperienza da… | [voto 1] La pizza senza glutine non è cosa vostra e vendere quella schifezza dipinge perfettamente la vostra professionalità! Nessun voto perché non meritate neanche un commento serio,semplicemente abbiate la decenza di ammettere che non è di vostra competenza! Da evitare nel modo più totale.","41,1172843","14,7928387","4,3",980,2,establishment|food|point_of_interest|restaurant,340 593 8380,https://www.facebook.com/Pizzeria-Napul%C3%A8-1393982477572187/?fref=ts,https://maps.google.com/?cid=4883772952801077402,ChIJ40GNKYIwOhMRmmheD6ClxkM,"45986,01469","2,50",2
Casa Clè - Negozio senza glutine e senza lattosio,Benevento,"Corso Dante Alighieri, 49, 82100 Benevento BN, Italia","[voto 5] Mi sono recata per la prima volta in questa oasi senza glutine. Ho esagerato volendo provare un bel po' di cose. La proprietaria gentilissima, mi ha anche offerto un assaggio di un dolce squisito. Tutto incredibilmente buono e fatto ""in casa"". Complimenti e grazie! Non allego foto perché non ho fatto in tempo...ho mangiato tutto! 😅 | [voto 5] Senza glutine e senza rivali! A Benevento c’è questo piccolo laboratorio di prodotti dolci e salati senza glutine dove finalmente potrai assaggiare prodotti di alta qualità. Grazie a casa Clè ho riprovato il piacere di mangiare un pezzo di pizza al taglio camminando per strada. Le loro freselle sono insuperabili!! Grazie per il vostro lavoro! | [voto 5] Prodotti senza glutine eccellenti! Qualità ottima, una vasta scelta dal dolce al salato una vera goccia d'acqua nel deserto !! Ho avuto modo di mangiare anche la torta per il mio compleanno straordinaria! Complimenti alle proprietarie!","41,1332917","14,7707871","4,9",100,,bakery|establishment|food|point_of_interest|restaurant|store,0824 190 5341,https://www.casacle.it/,https://maps.google.com/?cid=3470332695168748477,ChIJqy4kYTE7OhMRvQv1GzMZKTA,"45986,01469","5,00",3
Take Away,Benevento,"Via Cardinale di Rende, 10, 82100 Benevento BN, Italia",[voto 5] Ottimi i panini senza glutine farciti con frittatine o kebab o pulled pork o verdurine..... qua i celiaci possono saziarsi ... e che bontà!,"41,1292339","14,7831874","3,9",7,,establishment|food|point_of_interest|restaurant,339 474 7955,,https://maps.google.com/?cid=16249268794679406826,ChIJJ9FR-XE6OhMR6rC0XuD_gOE,"45986,01469","5,00",1
Alimenta Bistrot,Benevento,"Via Traiano, 49/51, 53, 82100 Benevento BN, Italia","[voto 5] Stasera da alimenta con il piatto Pad Thai, un piatto asiatico, ho toccato il cielo con un dito e ancor di più poterlo fare da celiaca. Consiglio vivamente!!!","41,1321593","14,7785677","4,5",80,,establishment|food|point_of_interest|restaurant,333 647 1166,https://alimentabistrot.it/,https://maps.google.com/?cid=16223000419706918043,ChIJLUfMFF87OhMRm9Skt-2sI-E,"45986,01469","5,00",1
"Pub ""Wandermore""",Benevento,"Viale dei Rettori, 34, 82100 Benevento BN, Italia","[voto 5] Un posto davvero unico nel cuore di Benevento! Wandermore è perfetto per chi ama il mondo di Harry Potter: l’ambiente è curato nei minimi dettagli e regala un’atmosfera magica e accogliente. Il cibo è ottimo e abbondante, e una nota positiva per chi è celiaco: ci sono diverse opzioni senza glutine, basta comunicarlo al personale (gentilissimo e disponibile). Esperienza super consigliata per chi ce…","41,1304583","14,7824083","4,4",1482,2,bar|establishment|food|point_of_interest|restaurant,375 734 3886,,https://maps.google.com/?cid=5089054346918275463,ChIJf4k2GDU7OhMRh6m4Lvfzn0Y,"45986,01469","5,00",1
Ristorante Pizzeria Gino e Pina,Benevento,"Viale dell'Università, 2, 82100 Benevento BN, Italia",[voto 1] SCONSIGLIATO PER INTOLLERANTI AL GLUTINE E LATTOSIO Ristorante internamente ben curato ma da fuori non sembra un ristorante ma un postaccio. Ho semplicemente chiesto un pezzo di pane da poter poi aggiungere alla mia pasta con pasta senza glutine e mi hanno prima sbuffato e poi detto di no. Ho sentito dalla cucina lamentarsi che dovevano cucinare la pasta per una intolleranza al glutine e hanno ben…,"41,1281144","14,7735495","4,1",1252,2,bar|cafe|establishment|food|point_of_interest|restaurant|store,0824 24947,https://www.ginoepina.it/,https://maps.google.com/?cid=13638368172009541406,ChIJoysEwww6OhMRHk-f4Jc3Rb0,09/01/2026 16.34.24,"1,00",1
Casa Clè - Negozio senza glutine e senza lattosio,Benevento,"Corso Dante Alighieri, 49, 82100 Benevento BN, Italia","[voto 5] Mi sono recata per la prima volta in questa oasi senza glutine. Ho esagerato volendo provare un bel po' di cose. La proprietaria gentilissima, mi ha anche offerto un assaggio di un dolce squisito. Tutto incredibilmente buono e fatto ""in casa"". Complimenti e grazie! Non allego foto perché non ho fatto in tempo...ho mangiato tutto! 😅 | [voto 5] Senza glutine e senza rivali! A Benevento c’è questo piccolo laboratorio di prodotti dolci e salati senza glutine dove finalmente potrai assaggiare prodotti di alta qualità. Grazie a casa Clè ho riprovato il piacere di mangiare un pezzo di pizza al taglio camminando per strada. Le loro freselle sono insuperabili!! Grazie per il vostro lavoro! | [voto 5] Migliore pasticceria nonostante io non sia celiaco ma la mia ragazza non posso fare a meno dei loro dolci perché usano prodotti di alta qualità e sono molto abbondanti nei ripieni. La consiglio vivamente!!!","41,1332917","14,7707871","4,9",102,,bakery|establishment|food|point_of_interest|restaurant|store,0824 190 5341,https://www.casacle.it/,https://maps.google.com/?cid=3470332695168748477,ChIJqy4kYTE7OhMRvQv1GzMZKTA,09/01/2026 16.34.24,"5,00",3
Take Away,Benevento,"Via Cardinale di Rende, 10, 82100 Benevento BN, Italia",[voto 5] Ottimi i panini senza glutine farciti con frittatine o kebab o pulled pork o verdurine..... qua i celiaci possono saziarsi ... e che bontà!,"41,1292339","14,7831874","3,9",7,,establishment|food|point_of_interest|restaurant,339 474 7955,,https://maps.google.com/?cid=16249268794679406826,ChIJJ9FR-XE6OhMR6rC0XuD_gOE,09/01/2026 16.34.24,"5,00",1
Capitan Bagati,Bellaria-Igea Marina,"Via Alfonso Pinzon, 10, 47814 Bellaria-Igea Marina RN, Italia","[voto 5] Finalmente una pizza degna di essere chiamata tale, nonostante l’impasto senza glutine. Io e il mio fidanzato ci siamo trovati benissimo, anche il dolce era davvero buonissimo. Però, abbiamo soprattutto apprezzato la gentilezza e accoglienza del cameriere che ci ha serviti…. un servizio eccellente.","44,1426496","12,4681778","4,3",2645,2,establishment|food|point_of_interest|restaurant,0541 340034,http://www.capitanbagati.it/,https://maps.google.com/?cid=1204264136162011934,ChIJOxQY_7HHLBMRHuut89lnthA,25/11/2025 0.38.23,"5,00",1
Taverna Da Bruno,Bellaria-Igea Marina,"Via Alfredo Panzini, 150, 47814 Bellaria-Igea Marina RN, Italia","[voto 5] E necessario prenotare perché il locale è molto frequentato quindi è difficile trovare posto se si va al momento di persona. Siamo arrivati qualche minuto prima rispetto l'orario di prenotazione e il tavolo era già disponibile. I piatti sono arrivati abbastanza subito. Pesce di qualità e cucinato bene tenendo conto che abbiamo preso tutto senza glutine e il fritto misto è difficile da trovare in a… | [voto 5] Ottimo ristorante a Bellaria, numerose sale e posti a sedere. Interno climatizzato e zona esterna . Presente cucina separata per preparazione pasti per intolleranti al glutine. Menù disponibile in versione per celiaci e intolleranti al lattosio. I piatti in questo caso saranno colorati. Porzioni abbondanti e personale gentile. Prenotazione consigliata, soprattutto in caso di intolleranza per saleg… | [voto 2] Inizio premettendo che mi dispiace molto fare questa recensione e che non ho nulla da ridire sulla qualità del cibo, in particolare la pizza. Ma sono stanco di essere preso in giro. Una volta sono stati aggiunti allo scontrino 4 dolci anziché 3 consumati. Un'altra volta è stato aggiunto un extra alla pizza. Questa è la terza volta che succede. Come potete vedere dallo scontrino (a parte l'aggiunta…","44,1540379","12,4570749","4,3",4117,2,establishment|food|point_of_interest|restaurant,0541 344556,https://tavernadabruno.eu/,https://maps.google.com/?cid=17420541999818259362,ChIJ6ezT2-vHLBMRorvwnaYywvE,25/11/2025 0.38.23,"4,00",3
Capitan Bagati,Bellaria-Igea Marina,"Via Alfonso Pinzon, 10, 47814 Bellaria-Igea Marina RN, Italia","[voto 5] Finalmente una pizza degna di essere chiamata tale, nonostante l’impasto senza glutine. Io e il mio fidanzato ci siamo trovati benissimo, anche il dolce era davvero buonissimo. Però, abbiamo soprattutto apprezzato la gentilezza e accoglienza del cameriere che ci ha serviti…. un servizio eccellente.","44,1426496","12,4681778","4,3",2650,2,establishment|food|point_of_interest|restaurant,0541 340034,http://www.capitanbagati.it/,https://maps.google.com/?cid=1204264136162011934,ChIJOxQY_7HHLBMRHuut89lnthA,10/12/2025 23.21.17,"5,00",1
Taverna Da Bruno,Bellaria-Igea Marina,"Via Alfredo Panzini, 150, 47814 Bellaria-Igea Marina RN, Italia","[voto 5] E necessario prenotare perché il locale è molto frequentato quindi è difficile trovare posto se si va al momento di persona. Siamo arrivati qualche minuto prima rispetto l'orario di prenotazione e il tavolo era già disponibile. I piatti sono arrivati abbastanza subito. Pesce di qualità e cucinato bene tenendo conto che abbiamo preso tutto senza glutine e il fritto misto è difficile da trovare in a… | [voto 5] Ottimo ristorante a Bellaria, numerose sale e posti a sedere. Interno climatizzato e zona esterna . Presente cucina separata per preparazione pasti per intolleranti al glutine. Menù disponibile in versione per celiaci e intolleranti al lattosio. I piatti in questo caso saranno colorati. Porzioni abbondanti e personale gentile. Prenotazione consigliata, soprattutto in caso di intolleranza per saleg… | [voto 2] Inizio premettendo che mi dispiace molto fare questa recensione e che non ho nulla da ridire sulla qualità del cibo, in particolare la pizza. Ma sono stanco di essere preso in giro. Una volta sono stati aggiunti allo scontrino 4 dolci anziché 3 consumati. Un'altra volta è stato aggiunto un extra alla pizza. Questa è la terza volta che succede. Come potete vedere dallo scontrino (a parte l'aggiunta…","44,1540379","12,4570749","4,3",4119,2,establishment|food|point_of_interest|restaurant,0541 344556,https://tavernadabruno.eu/,https://maps.google.com/?cid=17420541999818259362,ChIJ6ezT2-vHLBMRorvwnaYywvE,10/12/2025 23.21.17,"4,00",3
Al pruneto,Bastia Umbra,"Via Alcide De Gasperi, 7, 06083 Bastia Umbra PG, Italia","[voto 5] Locale carino.. con spazio esterno, pizza molto buona sia normale che senza glutine. Peccato il sovrapprezzo di 3 euro per una pizza senza glutine.. ! Ottima pizze complimenti !!","43,0641271","12,5611281","4,4",648,2,establishment|food|point_of_interest|restaurant,075 697 1518,https://www.alpruneto.com/,https://maps.google.com/?cid=9198344674532424125,ChIJr1cNgSidLhMRvXkcH78Vp38,09/12/2025 22.36.49,"5,00",1
Favorita Osteria Emiliana,Bastia Umbra,"Via A. Costa, 18/20, 06083 Bastia Umbra PG, Italia","[voto 5] Bellissima osteria immersa nel verde. Locale ben curato, elegante e raffinato. Atmosfera accogliente,familiare, veramente rilassante! Menù non eccessivo, belle scelte della tradizione emiliana e qualche proposta extra regione! Molto valida anche la carta dei vini. Gnocco fritto strepitoso, ho tanto apprezzato la possibilità di gustarli nella versione senza glutine. Consiglio questo luogo sia per u… | [voto 5] Bellissima esperienza. Location elegante, ambiente curato. Camerieri simpatici e molto cordiali. Ottimo anche il gluten free. Consiglio gnocco fritto con culatello e i tortellini in crema di parmigiano, un orgasmo di sapore","43,0823059","12,5325966","4,5",1423,2,bar|establishment|food|point_of_interest|restaurant,075 800 2832,https://www.osteriafavorita.it/,https://maps.google.com/?cid=15307559582112801542,ChIJj1aILwueLhMRBuP1RVZgb9Q,09/12/2025 22.36.49,"5,00",2
La Corte - Pizzeria Trattoria (Ex Rispoli),Basaldella,"Via Giuseppe Verdi, 6, 33030 Basaldella UD, Italia","[voto 5] Abbiamo festeggiato il compleanno di nostra figlia; buone le pizze, la panna cotta ai frutti di bosco [senza glutine] è stata definita spaziale, il servizio molto professionale,ma soprattutto sono stati l'attenzione e la cordialità, non dovuti e non scontati, che hanno reso la serata davvero piacevole. Grazie! Alla prossima volta | [voto 2] Personale gentile ,scherzoso .. ma la pizza senza glutine era non superiore a una surgelata di bassa qualità, mi dispiace recensire questo, può essere un modo per migliorarsi .. la pizza era durissima, sotto sembrava biscottata ,per niente simile a una pizza tradizionale (e si ,si può creare una pizza gluten free come le tradizionali .. ne so qualcosa ),la crosta quasi secca ,asciutta , sicurament…","46,0276996","13,2051818","4,2",1225,2,establishment|food|point_of_interest|restaurant,0432 561300,https://lacorte.puntosocial.it/home,https://maps.google.com/?cid=17130285441057459366,ChIJT96cG4XKe0cRpoxGN9n_uu0,09/01/2026 16.17.35,"3,50",2
Believe Pizza Food - Pizzeria Ristorante,Baronissi,"Via Giovanni Falcone, 43, 84081 Baronissi SA, Italia","[voto 5] Personale molto accogliente, pizza e fritti veramente buoni. Possibilità di avere la pizza con diverse farine. Ma soprattutto puoi gustare la miglior pizza senza glutine della zona. Ottimo rapporto qualità prezzo.","40,7485487","14,7691131","4,2",252,1,establishment|food|meal_delivery|point_of_interest|restaurant,345 783 6765,https://www.facebook.com/BelievePizzaFood,https://maps.google.com/?cid=5269426171932378082,ChIJNyQQeD7EOxMR4gMtTC_DIEk,"45986,01469","5,00",1
Amadeus,Barletta,"Via Ferdinando I d'Aragona, 189, 76121 Barletta BT, Italia",[voto 5] Diversamente da altri ristoranti qui un celiaco si sente davvero coccolato! Abbiamo spaziato dal pesce alla carne alla pinsa e tutti hanno espresso gradimento. Molto buono anche rapporto qualità prezzo. Ha soddisfatto le mie aspettative!,"41,3177387","16,2893327","4,2",128,2,establishment|food|point_of_interest|restaurant,0883 953149,https://amadeusristopizza.it/,https://maps.google.com/?cid=10236939363966867421,ChIJC_gK4kcdOBMR3Vd1KB3qEI4,27/11/2025 1.15.18,"5,00",1
Pizzeria BISTRÓ BÀLÁ,Barletta,"Viale Dante Alighieri, 202/204, 76121 Barletta BT, Italia","[voto 5] Ieri sera sono stata in pizzeria con mio marito, incuriosita da un video su TikTok che parlava della loro pizza senza glutine. Essendo celiaca e ormai stanca della solita pizza del mio paese, ho deciso di provare. Che dire: il quartiere è davvero piacevole, la pizzeria molto carina e accogliente. Ho scelto la pizza *Italiana*, senza glutine e senza lattosio, e mi ha davvero sorpresa! Personalmente… | [voto 5] Posto superlativo per un celiaco, tanti prodotti nel menù dall'antipasto al dolce, qualità super, personale gentile e disponibile. Stra consiglio","41,304753","16,2831946","4,2",610,2,establishment|food|point_of_interest|restaurant,331 847 2204,https://www.instagram.com/pizzeriabistrobala?igsh=MTRnYm5paGlzbWFzMA%3D%3D&utm_source=qr,https://maps.google.com/?cid=13913023585554781529,ChIJEYPktYkbOBMRWdWfmDz9FME,27/11/2025 1.15.18,"5,00",2
Al Pomodorino,Barletta,"Via Cialdini, 47, 76121 Barletta BT, Italia","[voto 5] Staff eccezionale,il proprietario educato e gentile. La pizza senza glutine eccezionale. Posto incantevole... Ritornerò sicuramente ❤️","41,3211342","16,28236","3,9",820,2,establishment|food|point_of_interest|restaurant,0883 880273,,https://maps.google.com/?cid=6065877635277129990,ChIJ40XirW4cOBMRBgmuJZJTLlQ,27/11/2025 1.15.18,"5,00",1
Million Bistrò,Barletta,"Via Minervino, 11, 76121 Barletta BT, Italia","[voto 5] Pizza senza glutine leggera, gustosa e con ingredienti di qualità. Lo staff è attento e preparato sulla gestione del cibo senza glutine. Sono celiaco sintomatico dalla nascita.","41,307946","16,262307","4,2",587,2,bar|establishment|food|point_of_interest|restaurant,342 556 9734,https://www.facebook.com/millionbarletta,https://maps.google.com/?cid=5045846360091453464,ChIJ3V0LQPgbOBMRGOhyzIdyBkY,10/12/2025 23.21.17,"5,00",1
Amadeus,Barletta,"Via Ferdinando I d'Aragona, 189, 76121 Barletta BT, Italia",[voto 5] Diversamente da altri ristoranti qui un celiaco si sente davvero coccolato! Abbiamo spaziato dal pesce alla carne alla pinsa e tutti hanno espresso gradimento. Molto buono anche rapporto qualità prezzo. Ha soddisfatto le mie aspettative!,"41,3177387","16,2893327","4,2",128,2,establishment|food|point_of_interest|restaurant,0883 953149,https://amadeusristopizza.it/,https://maps.google.com/?cid=10236939363966867421,ChIJC_gK4kcdOBMR3Vd1KB3qEI4,10/12/2025 23.21.17,"5,00",1
